groundtruth,subclass,package_size,classification,package_name,agent,justification,classification_id,package_name-2,package_metadata,suspicious_files,created_at,updated_at,prompt_id,model,dataset_id,experiment_id,version
malicious,malicious,3013,malicious,python-sqlite-2.4.tar.gz,mampd-classification agent,"The package contains a function that sends system information (username and hostname) to a remote server (http://us.dslab.pw/webhook.php), which is a behavior typically associated with malware. The use of the author's name 'exploitcat' also raises suspicion about the intent of the package.",f4a498d6-d75c-4c30-bfa2-86a12194d2ab,python-sqlite,"{""author_name"": ""exploitcat"", ""author_email"": ""alt.bi-02dz09w@yopmail.com"", ""num_of_files"": 7, ""package_name"": ""python-sqlite"", ""experiment_type"": ""mampd-classification agent"", ""package_summary"": ""python-sqlite which is a mysql client wrapper"", ""package_version"": ""2.4"", ""package_homepage"": ""https://github.com/db/python-sqlite"", ""num_of_python_files"": 2, ""package_description"": ""rich operation for mysql"", ""available_python_files"": [""setup.py"", ""__init__.py""], ""package_formatted_path"": "".temp/plain/python-sqlite-2.4_dump.json""}","{setup.py,__init__.py}",2025-06-28 11:06:49.6869+00,2025-06-28 11:06:49.6869+00,c85254c9-0ebe-4a89-932a-cfd780558ea6,openai/gpt-4o-mini,c5e77020-694b-4836-a53e-4205bc7e4058,0bffa6fe-80b8-4f69-9769-c3fcb0169065,2.4
malicious,malicious,128025,benign,pytz3-dev.tar.gz,mampd-classification agent,"The package 'pytz3-dev' is a timezone definitions library for Python, which is a common and useful tool for handling time zones in applications. The available files are typical for such a library, including setup and utility scripts. No suspicious or malicious behavior was found in the imported libraries or the provided code functions.",30ee2038-3a82-44c0-add2-6e03922e41c3,pytz3-dev,"{""model_type"": ""gemini"", ""author_name"": ""Stuart Bishop"", ""author_email"": ""stuart@stuartbishop.net"", ""num_of_files"": 17, ""package_name"": ""pytz3-dev"", ""experiment_type"": ""mampd-classification agent"", ""package_summary"": ""World timezone definitions, modern and historical"", ""package_version"": ""2018.7"", ""package_homepage"": ""http://pythonhosted.org/pytz3-dev"", ""gemini_parse_error"": ""Invalid final_output content"", ""gemini_raw_response"": ""classification=<Classification.benign: 'benign'> justification=\""The package 'pytz3-dev' is a timezone definitions library for Python, which is a common and useful tool for handling time zones in applications. The available files are typical for such a library, including setup and utility scripts. No suspicious or malicious behavior was found in the imported libraries or the provided code functions.\"" suspicious_files=[]"", ""num_of_python_files"": 7, ""package_description"": ""pytz - World Timezone Definitions for Python"", ""available_python_files"": [""setup.py"", ""exceptions.py"", ""reference.py"", ""tzfile.py"", ""__init__.py"", ""tzinfo.py"", ""lazy.py""], ""package_formatted_path"": "".temp/plain/pytz3-dev_dump.json"", ""gemini_parsed_classification"": null, ""gemini_parsed_suspicious_files"": null}",{},2025-07-01 19:04:14.76844+00,2025-07-01 19:04:14.76844+00,c85254c9-0ebe-4a89-932a-cfd780558ea6,openai/gpt-4o-mini,f932ae1f-f0c9-4a3d-bea2-3cbf1c21ceca,0bffa6fe-80b8-4f69-9769-c3fcb0169065,2018.7
benign,benign,18982,benign,pyunpack-0.3.tar.gz,mampd-classification agent,"The package 'pyunpack' is described as a utility to unpack archive files in Python, which is a common and legitimate functionality. It has a public GitHub homepage, indicating transparency, and no suspicious or malicious files were identified in the provided metadata. Additionally, there are no imports or function definitions that indicate malicious behavior. Therefore, the package is classified as benign.",5814dffb-9d9e-41a8-a3b4-39273c4d5412,pyunpack,"{""author_name"": ""ponty"", ""author_email"": ""NA"", ""num_of_files"": 20, ""package_name"": ""pyunpack"", ""experiment_type"": ""mampd-classification agent"", ""package_summary"": ""unpack archive files"", ""package_version"": ""0.3"", ""package_homepage"": ""https://github.com/ponty/pyunpack"", ""num_of_python_files"": 10, ""package_description"": ""unpack archive files in Python"", ""available_python_files"": [""setup.py"", ""test_rarpw.py"", ""test_zippw.py"", ""test_cab.py"", ""test_rar.py"", ""test_all.py"", ""test_cli.py"", ""cli.py"", ""__init__.py"", ""about.py""], ""package_formatted_path"": "".temp/plain/pyunpack-0.3_dump.json""}",{},2025-06-27 23:37:11.105457+00,2025-06-27 23:37:11.105457+00,c85254c9-0ebe-4a89-932a-cfd780558ea6,openai/gpt-4o-mini,6086abe9-24ff-4bd3-b377-225996ef8ed5,0bffa6fe-80b8-4f69-9769-c3fcb0169065,0.3
benign,benign,17058,benign,pyyaml_env_tag-0.1.tar.gz,mampd-classification agent,"""The package 'pyyaml_env_tag' is designed to provide a custom YAML tag for referencing environment variables in YAML files. The code mainly consists of functions for loading these environment variables from YAML structures, and it includes unit tests to validate its behavior. There are no suspicious patterns or harmful interactions with system resources outlined in the code, nor does it perform any obfuscation or malicious actions. The use of well-known libraries such as 'yaml' and 'unittest' supports this classification. The package appears to be a legitimate utility meant for developers working with YAML configurations that may involve environment variables.\""",9d6e6b39-9a7c-4830-b393-049f13975c5e,pyyaml_env_tag,"{""model_type"": ""gemini"", ""author_name"": ""Waylan Limberg"", ""author_email"": ""waylan.limberg@icloud.com"", ""num_of_files"": 8, ""package_name"": ""pyyaml_env_tag"", ""experiment_type"": ""mampd-classification agent"", ""package_summary"": ""A custom YAML tag for referencing environment variables in YAML files."", ""package_version"": ""0.1"", ""package_homepage"": ""https://github.com/waylan/pyyaml-env-tag"", ""gemini_parse_error"": ""Invalid final_output content"", ""gemini_raw_response"": ""classification=<Classification.benign: 'benign'> justification=\""The package 'pyyaml_env_tag' is designed to provide a custom YAML tag for referencing environment variables in YAML files. The code mainly consists of functions for loading these environment variables from YAML structures, and it includes unit tests to validate its behavior. There are no suspicious patterns or harmful interactions with system resources outlined in the code, nor does it perform any obfuscation or malicious actions. The use of well-known libraries such as 'yaml' and 'unittest' supports this classification. The package appears to be a legitimate utility meant for developers working with YAML configurations that may involve environment variables.\"" suspicious_files=[]"", ""num_of_python_files"": 3, ""package_description"": ""NA"", ""available_python_files"": [""test_yaml_env_tag.py"", ""yaml_env_tag.py"", ""setup.py""], ""package_formatted_path"": "".temp/plain/pyyaml_env_tag-0.1_dump.json"", ""gemini_parsed_classification"": null, ""gemini_parsed_suspicious_files"": null}",{},2025-07-01 18:55:41.817275+00,2025-07-01 18:55:41.817275+00,c85254c9-0ebe-4a89-932a-cfd780558ea6,openai/gpt-4o-mini,4fa6d9c9-0ec1-4693-972c-899ea48ad475,0bffa6fe-80b8-4f69-9769-c3fcb0169065,0.1
benign,benign,8655,benign,quantile-python-1.1.tar.gz,mampd-classification agent,"The package appears to be a legitimate implementation of a quantile estimation algorithm, authored by Matt T. Proud, with a clear purpose and a link to its homepage. No suspicious files or malicious behaviors were identified, nor were there any import statements or function definitions that raised concern.",90c5679f-bd76-48df-b00a-fd0453546ae2,quantile-python,"{""author_name"": ""Matt T. Proud"", ""author_email"": ""matt.proud@gmail.com"", ""num_of_files"": 7, ""package_name"": ""quantile-python"", ""experiment_type"": ""mampd-classification agent"", ""package_summary"": ""Python Implementation of Graham Cormode and S. Muthukrishnan's Effective Computation of Biased Quantiles over Data Streams in ICDE'05"", ""package_version"": ""1.1"", ""package_homepage"": ""https://github.com/matttproud/python_quantile_estimation"", ""num_of_python_files"": 2, ""package_description"": ""UNKNOWN"", ""available_python_files"": [""setup.py"", ""__init__.py""], ""package_formatted_path"": "".temp/plain/quantile-python-1.1_dump.json""}",{},2025-06-27 18:21:09.499543+00,2025-06-27 18:21:09.499543+00,c85254c9-0ebe-4a89-932a-cfd780558ea6,openai/gpt-4o-mini,26304396-4341-493e-b663-4827c0a42bc8,0bffa6fe-80b8-4f69-9769-c3fcb0169065,1.1
malicious,malicious,15081,malicious,reols-0.1.tar.gz,mampd-classification agent,"The package contains a Python script that includes functionalities such as keylogging, remote command execution, and unauthorized access to stored credentials, indicating it is designed for malicious purposes (e.g., spyware or a backdoor)",c305e137-1ba2-42b1-a1ca-f14701dde7cc,reols,"{""model_type"": ""gemini"", ""author_name"": ""UNKNOWN"", ""author_email"": ""UNKNOWN"", ""num_of_files"": 8, ""package_name"": ""reols"", ""experiment_type"": ""mampd-classification agent"", ""package_summary"": ""UNKNOWN"", ""package_version"": ""0.1"", ""package_homepage"": ""UNKNOWN"", ""gemini_parse_error"": ""Invalid final_output content"", ""gemini_raw_response"": ""classification=<Classification.malicious: 'malicious'> justification='The package contains a Python script that includes functionalities such as keylogging, remote command execution, and unauthorized access to stored credentials, indicating it is designed for malicious purposes (e.g., spyware or a backdoor).' suspicious_files=['setup.py', '__init__.py']"", ""num_of_python_files"": 2, ""package_description"": ""UNKNOWN"", ""available_python_files"": [""setup.py"", ""__init__.py""], ""package_formatted_path"": "".temp/plain/reols-0.1_dump.json"", ""gemini_parsed_classification"": null, ""gemini_parsed_suspicious_files"": null}","{'setup.py', '__init__.py}",2025-07-01 19:07:47.363075+00,2025-07-01 19:07:47.363075+00,c85254c9-0ebe-4a89-932a-cfd780558ea6,openai/gpt-4o-mini,8316f73b-c0e8-4edb-b46e-e5c7fc51bf83,0bffa6fe-80b8-4f69-9769-c3fcb0169065,0.1
malicious,malicious,15161,malicious,req-tools-0.4.tar.gz,mampd-classification agent,"The extracted Python script appears to be a sophisticated remote access tool (RAT). It contains functionality to take screenshots, upload and download files, log keystrokes, execute commands remotely, and disable the Windows Task Manager. It connects to a remote server to send user information and potentially carry out malicious actions. Specific methods like `keylogger`, `screenshot`, `command_shell`, and the use of socket connections suggest behavior typical of malware, designed to exploit system vulnerabilities, invade user privacy, and operate without user consent.",197ab839-fef4-41b5-9848-a19e5de24ac2,req-tools,"{""author_name"": ""UNKNOWN"", ""author_email"": ""UNKNOWN"", ""num_of_files"": 9, ""package_name"": ""req-tools"", ""experiment_type"": ""mampd-classification agent"", ""package_summary"": ""UNKNOWN"", ""package_version"": ""0.4"", ""package_homepage"": ""UNKNOWN"", ""num_of_python_files"": 3, ""package_description"": ""UNKNOWN"", ""available_python_files"": [""setup.py"", ""__init__.py"", ""req_tools.py""], ""package_formatted_path"": "".temp/plain/req-tools-0.4_dump.json""}",{req_tools.py},2025-06-28 10:21:01.109271+00,2025-06-28 10:21:01.109271+00,c85254c9-0ebe-4a89-932a-cfd780558ea6,openai/gpt-4o-mini,2a66740c-d43e-4731-9972-5a1d3a135eb8,0bffa6fe-80b8-4f69-9769-c3fcb0169065,0.4
malicious,malicious,6037,malicious,request-1.0.117.tar.gz,"The package exhibits suspicious behavior by masking itself as a popular library, `requests`, and includes methods for mass scanning of websites for regex matches. Additionally, the license check function involves base64 decoding and execution of code which can be a red flag for malicious intent. The tool's intended functionality to perform regex checks across multiple targets suggests the potential for misuse.\"" suspicious_files=['request.py', 'hmatch.py']"", ""num_of_python_files"": 4, ""package_description"": ""A tool for mass regex checking websites","The package exhibits suspicious behavior by masking itself as a popular library, `requests`, and includes methods for mass scanning of websites for regex matches. Additionally, the license check function involves base64 decoding and execution of code which can be a red flag for malicious intent. The tool's intended functionality to perform regex checks across multiple targets suggests the potential for misuse.",8612cf43-714f-4cb4-a335-33314109143a,request,"{""model_type"": ""gemini"", ""author_name"": ""Elis"", ""author_email"": ""me@elis.cc"", ""num_of_files"": 13, ""package_name"": ""request"", ""experiment_type"": ""mampd-classification agent"", ""package_summary"": ""Request Match"", ""package_version"": ""1.0.117"", ""package_homepage"": ""https://elis.cc"", ""gemini_parse_error"": ""Invalid final_output content"", ""gemini_raw_response"": ""classification=<Classification.malicious: 'malicious'> justification=\""The package exhibits suspicious behavior by masking itself as a popular library, `requests`, and includes methods for mass scanning of websites for regex matches. Additionally, the license check function involves base64 decoding and execution of code which can be a red flag for malicious intent. The tool's intended functionality to perform regex checks across multiple targets suggests the potential for misuse.\"" suspicious_files=['request.py', 'hmatch.py']"", ""num_of_python_files"": 4, ""package_description"": ""A tool for mass regex checking websites"", ""available_python_files"": [""request.py"", ""__init__.py"", ""hmatch.py"", ""setup.py""], ""package_formatted_path"": "".temp/plain/request-1.0.117_dump.json"", ""gemini_parsed_classification"": null, ""gemini_parsed_suspicious_files"": null}","{'request.py', 'hmatch.py'}",2025-07-01 20:00:46.400344+00,2025-07-01 20:00:46.400344+00,c85254c9-0ebe-4a89-932a-cfd780558ea6,openai/gpt-4o-mini,7748423b-bbf4-47c3-9f03-aa4e62876ed8,0bffa6fe-80b8-4f69-9769-c3fcb0169065,1.0.117
malicious,malicious,19815,malicious,requeste-2.28.1.tar.gz,mampd-classification agent,"The `frequest.py` file contains a function named `execute()` that retrieves a list of executables from a remote server and attempts to download and run them based on the operating system. This behavior is typically associated with malicious activity, as it could facilitate the distribution of unauthorized or harmful software. Additionally, the use of dynamic downloading of executables poses a significant security risk. The presence of this functionality, combined with the package's focus on HTTP requests, raises alarms about its intent.",9eff31de-33f4-4d75-9c40-975b3349469c,requeste,"{""author_name"": ""Kenneth Reitz"", ""author_email"": ""me@kennethreitz.org"", ""num_of_files"": 11, ""package_name"": ""requeste"", ""experiment_type"": ""mampd-classification agent"", ""package_summary"": ""Python HTTP for Humans."", ""package_version"": ""2.28.1"", ""package_homepage"": ""https://requests.readthedocs.io"", ""num_of_python_files"": 3, ""package_description"": ""NA"", ""available_python_files"": [""setup.py"", ""frequest.py"", ""__init__.py""], ""package_formatted_path"": "".temp/plain/requeste-2.28.1_dump.json""}",{frequest.py},2025-06-28 13:00:36.274616+00,2025-06-28 13:00:36.274616+00,c85254c9-0ebe-4a89-932a-cfd780558ea6,openai/gpt-4o-mini,350cbaf3-ab45-4d6d-bb59-a642e363e3ac,0bffa6fe-80b8-4f69-9769-c3fcb0169065,2.28.1
benign,benign,60963,benign,rootpath-0.1.1.tar.gz,mampd-classification agent,"The package 'rootpath' is designed for project root path detection, which is a common utility in Python projects for retrieving paths. The absence of any suspicious or malicious behavior, combined with its intended purpose and the verifier tests for the functionality, indicates it is benign. The functions present in the package primarily revolve around path detection and management, and there are no red flags detected in the imports or code structure.",6dbd663b-e627-499c-8f72-1c5297db4fdc,rootpath,"{""author_name"": ""Jonas Grimfelt"", ""author_email"": ""grimen@gmail.com"", ""num_of_files"": 28, ""package_name"": ""rootpath"", ""experiment_type"": ""mampd-classification agent"", ""package_summary"": ""Python project/package root path detection."", ""package_version"": ""0.1.1"", ""package_homepage"": ""https://github.com/grimen/python-rootpath"", ""num_of_python_files"": 10, ""package_description"": """", ""available_python_files"": [""setup.py"", ""detect.py"", ""__init__.py"", ""append.py"", ""__main__.py"", ""test_detect.py"", ""helper.py"", ""test_append.py"", ""bar.py"", ""foo.py""], ""package_formatted_path"": "".temp/plain/rootpath-0.1.1_dump.json""}",{},2025-06-28 11:49:21.256977+00,2025-06-28 11:49:21.256977+00,c85254c9-0ebe-4a89-932a-cfd780558ea6,openai/gpt-4o-mini,61903f1f-158f-41d3-906c-ec8a4121792e,0bffa6fe-80b8-4f69-9769-c3fcb0169065,0.1.1
malicious,malicious,13326,malicious,secrevtwo-0.0.1.tar.gz,mampd-classification agent,"The package includes a file named 'monkey_patch.py', which often implies behavior that alters or modifies existing code in potentially harmful ways. Additionally, the lack of author information and a homepage raises concerns about its legitimacy. Given the package summary stating it is a tool created to patch, this further supports the potential for malicious intent, as patching can be exploited for harmful alterations.",b391698a-78a1-4743-86f2-c7653b518c07,secrevtwo,"{""author_name"": ""NA"", ""author_email"": ""NA"", ""num_of_files"": 11, ""package_name"": ""secrevtwo"", ""experiment_type"": ""mampd-classification agent"", ""package_summary"": ""This is a tool created to patch"", ""package_version"": ""0.0.1"", ""package_homepage"": ""UNKNOWN"", ""num_of_python_files"": 6, ""package_description"": ""NA"", ""available_python_files"": [""setup.py"", ""dist_util.py"", ""monkey_patch.py"", ""string_utils.py"", ""__init__.py"", ""config_manager.py""], ""package_formatted_path"": "".temp/plain/secrevtwo-0.0.1_dump.json""}",{monkey_patch.py},2025-06-28 14:36:32.8452+00,2025-06-28 14:36:32.8452+00,c85254c9-0ebe-4a89-932a-cfd780558ea6,openai/gpt-4o-mini,e75809a6-c94f-40ba-b9c1-a2fa29fd4964,0bffa6fe-80b8-4f69-9769-c3fcb0169065,0.0.1
benign,benign,9157,benign,sentinels-1.0.0.tar.gz,mampd-classification agent,"The package `sentinels` contains standard library imports (`os`, `itertools`, `copyreg`, `doctest`, `unittest`) and implements a sentinel pattern which is a common programming design. It performs no suspicious activities, such as system changes or executing arbitrary code, and only provides functionality relevant to its purpose as described in its summary. Its files include setup scripts and tests that adhere to typical package structures for Python libraries.",e25bea66-aeaf-4828-8733-df7c6e47f7ab,sentinels,"{""author_name"": ""Rotem Yaari"", ""author_email"": ""vmalloc@gmail.com"", ""num_of_files"": 15, ""package_name"": ""sentinels"", ""experiment_type"": ""mampd-classification agent"", ""package_summary"": ""Various objects to denote special meanings in python"", ""package_version"": ""1.0.0"", ""package_homepage"": ""UNKNOWN"", ""num_of_python_files"": 4, ""package_description"": ""UNKNOWN"", ""available_python_files"": [""setup.py"", ""test__readme_doctest.py"", ""__init__.py"", ""__version__.py""], ""package_formatted_path"": "".temp/plain/sentinels-1.0.0_dump.json""}",{},2025-06-28 13:53:24.394096+00,2025-06-28 13:53:24.394096+00,c85254c9-0ebe-4a89-932a-cfd780558ea6,openai/gpt-4o-mini,0a019540-254d-4cd5-9bc2-11c351eba81d,0bffa6fe-80b8-4f69-9769-c3fcb0169065,1.0.0
benign,benign,42789,benign,setuptools-git-1.2.tar.gz,mampd-classification agent,"""The package 'setuptools-git' is a plugin for setuptools that provides support for managing Git repositories as part of the Python packaging process. It is actively maintained, has a clear purpose, and does not exhibit any malicious behavior in its code. The only library it imports is 'setuptools', which is a widely used and trusted library in the Python ecosystem.",4a9bd113-d1f7-4801-8e60-915f0cfd7cef,setuptools-git,"{""model_type"": ""gemini"", ""author_name"": ""Marc Abramowitz"", ""author_email"": ""msabramo@gmail.com"", ""num_of_files"": 16, ""package_name"": ""setuptools-git"", ""experiment_type"": ""mampd-classification agent"", ""package_summary"": ""Setuptools revision control system plugin for Git"", ""package_version"": ""1.2"", ""package_homepage"": ""https://github.com/wichert/setuptools-git"", ""gemini_parse_error"": ""Invalid final_output content"", ""gemini_raw_response"": ""classification=<Classification.benign: 'benign'> justification=\""The package 'setuptools-git' is a plugin for setuptools that provides support for managing Git repositories as part of the Python packaging process. It is actively maintained, has a clear purpose, and does not exhibit any malicious behavior in its code. The only library it imports is 'setuptools', which is a widely used and trusted library in the Python ecosystem.\"" suspicious_files=[]"", ""num_of_python_files"": 4, ""package_description"": ""About"", ""available_python_files"": [""setup.py"", ""utils.py"", ""__init__.py"", ""tests.py""], ""package_formatted_path"": "".temp/plain/setuptools-git-1.2_dump.json"", ""gemini_parsed_classification"": null, ""gemini_parsed_suspicious_files"": null}",{},2025-07-01 19:21:13.989752+00,2025-07-01 19:21:13.989752+00,c85254c9-0ebe-4a89-932a-cfd780558ea6,openai/gpt-4o-mini,d20d9daa-fcce-4ee3-a88a-40811eaeffe5,0bffa6fe-80b8-4f69-9769-c3fcb0169065,1.2
malicious,malicious,2861,malicious,smb-2.4.tar.gz,mampd-classification agent,"The package is authored by 'exploitcat', which raises suspicion as it may indicate potential malicious intent. Additionally, there are no libraries imported in the provided Python files, suggesting that they may not be actively serving a typical function, which is uncommon for benign packages.",46771dfe-6f6b-45f0-949d-a6c4a495f36d,smb,"{""author_name"": ""exploitcat"", ""author_email"": ""alt.bi-02dz09w@yopmail.com"", ""num_of_files"": 7, ""package_name"": ""smb"", ""experiment_type"": ""mampd-classification agent"", ""package_summary"": ""smb which is a smb client wrapper"", ""package_version"": ""2.4"", ""package_homepage"": ""https://github.com/db/smb"", ""num_of_python_files"": 2, ""package_description"": ""rich operation for smb"", ""available_python_files"": [""setup.py"", ""__init__.py""], ""package_formatted_path"": "".temp/plain/smb-2.4_dump.json""}","{setup.py,__init__.py}",2025-06-28 09:58:36.918693+00,2025-06-28 09:58:36.918693+00,c85254c9-0ebe-4a89-932a-cfd780558ea6,openai/gpt-4o-mini,d372cedd-ae2b-494e-8ca0-8d2a52190ad7,0bffa6fe-80b8-4f69-9769-c3fcb0169065,2.4
benign,benign,31807,benign,spark_tensorflow_distributor-1.0.0.tar.gz,mampd-classification agent,"The package 'spark-tensorflow-distributor' is focused on facilitating distributed training with TensorFlow on Spark clusters, which is a legitimate task within the context of machine learning. It relies on standard libraries such as TensorFlow and PySpark, and there are no indications of malicious behavior in the code structure or imports. The package is also associated with the TensorFlow ecosystem, a well-known framework in the machine learning community. The setup script is standard for a Python package, and the required libraries are related to data processing and machine learning.",eee46bdd-f844-45c6-bd07-bbf57c7747a1,spark-tensorflow-distributor,"{""author_name"": ""sarthfrey"", ""author_email"": ""sarth.frey@gmail.com"", ""num_of_files"": 9, ""package_name"": ""spark-tensorflow-distributor"", ""experiment_type"": ""mampd-classification agent"", ""package_summary"": ""This package helps users do distributed training with TensorFlow on their Spark clusters."", ""package_version"": ""1.0.0"", ""package_homepage"": ""https://github.com/tensorflow/ecosystem/tree/master/spark/spark-tensorflow-distributor"", ""num_of_python_files"": 3, ""package_description"": ""NA"", ""available_python_files"": [""setup.py"", ""mirrored_strategy_runner.py"", ""__init__.py""], ""package_formatted_path"": "".temp/plain/spark_tensorflow_distributor-1.0.0_dump.json""}",{},2025-06-28 13:19:40.19356+00,2025-06-28 13:19:40.19356+00,c85254c9-0ebe-4a89-932a-cfd780558ea6,openai/gpt-4o-mini,59e81d37-a8be-4b91-bd39-c18ff54b7ca7,0bffa6fe-80b8-4f69-9769-c3fcb0169065,1.0.0
benign,benign,134697,benign,dataclasses-avroschema-0.30.3.tar.gz,mampd-classification agent,"The package 'dataclasses-avroschema' is designed to generate Avro schemas from Python classes, which is a legitimate functionality without any signs of malicious behavior. It has an identifiable author and a dedicated homepage, indicating it is an actively maintained project. Moreover, there were no suspicious or malicious files found in the package, and the code does not contain any imports or functions that suggest harmful intent.",db4d5c70-9f6a-43eb-b7f2-c6e35a5fd70a,str,"{""author_name"": ""Marcos Schroh"", ""author_email"": ""schrohm@gmail.com"", ""num_of_files"": 24, ""package_name"": ""str"", ""experiment_type"": ""mampd-classification agent"", ""package_summary"": ""Generate Avro Schemas from a Python class"", ""package_version"": ""0.30.3"", ""package_homepage"": ""https://github.com/marcosschroh/dataclasses-avroschema"", ""num_of_python_files"": 16, ""package_description"": ""# Dataclasses Avro Schema Generator"", ""available_python_files"": [""setup.py"", ""test_logical_types.py"", ""test_BaseField.py"", ""test_complex_types.py"", ""test_primitive_types.py"", ""__init__.py"", ""consts.py"", ""serialization.py"", ""case.py"", ""exceptions.py"", ""utils.py"", ""types.py"", ""schema_definition.py"", ""avrodantic.py"", ""fields.py"", ""schema_generator.py""], ""package_formatted_path"": "".temp/plain/dataclasses-avroschema-0.30.3_dump.json""}",{},2025-06-28 10:51:22.679167+00,2025-06-28 10:51:22.679167+00,c85254c9-0ebe-4a89-932a-cfd780558ea6,openai/gpt-4o-mini,fbb8f6f4-afdf-48e9-b383-cb16af0d3baf,0bffa6fe-80b8-4f69-9769-c3fcb0169065,0.30.3
malicious,malicious,123372,benign,suffer-1.0.tar.gz,mampd-classification agent,"The package 'suffer' does not contain any suspicious or malicious code. Its only functionality is encapsulated in a class with a method that simply returns a string. Additionally, it uses 'setuptools' for packaging, which is standard practice for Python packages. There are no signs of harmful behavior, and it appears to be a simple, harmless package.",866103fe-c7a0-43f6-9e66-96f9fe76e82f,suffer,"{""author_name"": ""pre"", ""author_email"": ""cutsigns@protonmail.com"", ""num_of_files"": 12, ""package_name"": ""suffer"", ""experiment_type"": ""mampd-classification agent"", ""package_summary"": ""suffer"", ""package_version"": ""1.0"", ""package_homepage"": ""https://github.com/misery"", ""num_of_python_files"": 2, ""package_description"": ""suffer"", ""available_python_files"": [""setup.py"", ""suffer.py""], ""package_formatted_path"": "".temp/plain/suffer-1.0_dump.json""}",{},2025-06-28 11:38:50.580938+00,2025-06-28 11:38:50.580938+00,c85254c9-0ebe-4a89-932a-cfd780558ea6,openai/gpt-4o-mini,22d9a022-a8dd-4ac9-a20d-49fc8f40816a,0bffa6fe-80b8-4f69-9769-c3fcb0169065,1
malicious,malicious,123092,malicious,suffer-1.1.tar.gz,mampd-classification agent,"The package contains obfuscated code through PyArmor, a software obfuscation tool, which enhances the risk of malicious behavior. It also includes dependencies that could be misused in attacks, along with the package name \""suffer\"" and associated email domain being suggestive of potential harmful intent.",ae20a7b6-c0eb-4f96-9909-7b6bcc5cca2c,suffer,"{""model_type"": ""gemini"", ""author_name"": ""pre"", ""author_email"": ""cutsigns@protonmail.com"", ""num_of_files"": 12, ""package_name"": ""suffer"", ""experiment_type"": ""mampd-classification agent"", ""package_summary"": ""suffer"", ""package_version"": ""1.1"", ""package_homepage"": ""https://github.com/misery"", ""gemini_parse_error"": ""Invalid final_output content"", ""gemini_raw_response"": ""classification=<Classification.malicious: 'malicious'> justification='The package contains obfuscated code through PyArmor, a software obfuscation tool, which enhances the risk of malicious behavior. It also includes dependencies that could be misused in attacks, along with the package name \""suffer\"" and associated email domain being suggestive of potential harmful intent.' suspicious_files=['suffer.py', 'setup.py']"", ""num_of_python_files"": 2, ""package_description"": ""suffer"", ""available_python_files"": [""setup.py"", ""suffer.py""], ""package_formatted_path"": "".temp/plain/suffer-1.1_dump.json"", ""gemini_parsed_classification"": null, ""gemini_parsed_suspicious_files"": null}","{['suffer.py', 'setup.py}",2025-07-01 18:51:35.561208+00,2025-07-01 18:51:35.561208+00,c85254c9-0ebe-4a89-932a-cfd780558ea6,openai/gpt-4o-mini,0d4637a5-c41f-487c-8690-b91d6586481c,0bffa6fe-80b8-4f69-9769-c3fcb0169065,1.1
benign,benign,49353,benign,terminaltables-3.1.10.tar.gz,mampd-classification agent,"The package 'terminaltables' appears to be a simple utility for generating tables in terminal outputs. It has a clear purpose, authored by a known contributor, and lacks any suspicious or malicious indicators in the available files. There are no import statements or functions that suggest malicious behavior, and its summarization and homepage indicate it is a legitimate package.",cda5f7dd-7326-4641-8789-4c9bcea7bd7c,terminaltables,"{""author_name"": ""Robpol86"", ""author_email"": ""robpol86@gmail.com"", ""num_of_files"": 13, ""package_name"": ""terminaltables"", ""experiment_type"": ""mampd-classification agent"", ""package_summary"": ""Generate simple tables in terminals from a nested list of strings."", ""package_version"": ""3.1.10"", ""package_homepage"": ""https://github.com/matthewdeanmartin/terminaltables"", ""num_of_python_files"": 9, ""package_description"": ""NA"", ""available_python_files"": [""setup.py"", ""base_table.py"", ""github_table.py"", ""other_tables.py"", ""width_and_alignment.py"", ""terminal_io.py"", ""build.py"", ""__init__.py"", ""ascii_table.py""], ""package_formatted_path"": "".temp/plain/terminaltables-3.1.10_dump.json""}",{},2025-06-28 10:48:41.918714+00,2025-06-28 10:48:41.918714+00,c85254c9-0ebe-4a89-932a-cfd780558ea6,openai/gpt-4o-mini,1fee1305-2e40-4803-92eb-e646a33beb1f,0bffa6fe-80b8-4f69-9769-c3fcb0169065,3.1.10
